,TeamId,PlayerId,Field,GameStarted,SubOn,SubOff,Yellow,SecondYellow,Red,Goals,Assists,TotalPasses,AccuratePasses,AerialWon,AerialLost,Rating,ManOfTheMatch,TotalTackles,Interceptions,Fouls,OffsidesWon,TotalClearances,WasDribbled,TotalShots,ShotsOnTarget,ShotsBlocked,OwnGoals,KeyPasses,Dribbles,WasFouled,Offsides,Dispossesed,Turnovers,TotalCrosses,AccurateCrosses,TotalLongBalls,AccurateLongBalls,TotalThroughBalls,AccurateThroughBalls,Height,Weight,Ranking,Age,const
74,15.0,33404.0,2.0,31.0,3.0,17.0,2.0,0.0,0.0,9.0,11.0,1523.0,1297.0,6.0,23.0,7.3,5.0,28.0,37.0,25.0,0.0,6.0,25.0,63.0,26.0,0.0,0.0,65.0,62.0,79.0,5.0,62.0,61.0,112.0,18.0,55.0,40.0,9.0,5.0,170.0,69.0,15.0,23.0,1.0
75,32.0,6410.0,2.0,34.0,0.0,0.0,3.0,0.0,0.0,4.0,5.0,1421.0,1238.0,69.0,42.0,7.29,2.0,82.0,51.0,34.0,4.0,165.0,22.0,22.0,11.0,13.0,0.0,24.0,28.0,31.0,3.0,40.0,31.0,87.0,20.0,62.0,37.0,2.0,0.0,175.0,76.0,16.0,32.0,1.0
76,167.0,14102.0,2.0,29.0,3.0,16.0,2.0,0.0,0.0,4.0,8.0,1823.0,1557.0,11.0,11.0,7.27,4.0,33.0,27.0,27.0,0.0,17.0,11.0,53.0,20.0,1.0,0.0,104.0,31.0,28.0,4.0,62.0,34.0,160.0,45.0,50.0,39.0,46.0,17.0,170.0,67.0,17.0,28.0,1.0
77,171.0,13311.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,626.0,510.0,58.0,44.0,7.27,2.0,45.0,65.0,13.0,15.0,230.0,16.0,9.0,4.0,26.0,0.0,2.0,3.0,7.0,4.0,1.0,3.0,1.0,0.0,99.0,51.0,0.0,0.0,185.0,77.0,18.0,36.0,1.0
78,26.0,4574.0,2.0,36.0,0.0,1.0,7.0,0.0,0.0,1.0,4.0,1740.0,1431.0,66.0,49.0,7.25,0.0,90.0,56.0,30.0,6.0,119.0,29.0,54.0,10.0,9.0,0.0,47.0,61.0,24.0,5.0,54.0,51.0,87.0,10.0,126.0,79.0,7.0,2.0,178.0,70.0,19.0,29.0,1.0
79,32.0,3859.0,2.0,22.0,5.0,9.0,7.0,0.0,0.0,12.0,10.0,1237.0,1026.0,15.0,44.0,7.25,4.0,20.0,13.0,27.0,0.0,25.0,10.0,86.0,35.0,4.0,1.0,49.0,12.0,18.0,2.0,50.0,25.0,84.0,15.0,134.0,99.0,20.0,8.0,178.0,78.0,20.0,28.0,1.0
80,26.0,22221.0,2.0,23.0,0.0,3.0,4.0,0.0,0.0,24.0,10.0,884.0,661.0,18.0,38.0,8.63,12.0,26.0,10.0,40.0,0.0,6.0,15.0,127.0,59.0,3.0,0.0,67.0,64.0,47.0,24.0,42.0,59.0,64.0,22.0,65.0,49.0,29.0,11.0,182.0,81.0,1.0,27.0,1.0
81,13.0,26820.0,2.0,17.0,1.0,4.0,2.0,0.0,0.0,8.0,6.0,1262.0,1064.0,11.0,18.0,7.79,4.0,66.0,19.0,27.0,1.0,12.0,31.0,40.0,22.0,3.0,0.0,26.0,27.0,21.0,2.0,26.0,16.0,20.0,0.0,89.0,62.0,23.0,7.0,177.0,70.0,2.0,23.0,1.0
82,167.0,14260.0,2.0,15.0,2.0,11.0,3.0,0.0,0.0,15.0,5.0,374.0,314.0,9.0,8.0,7.76,4.0,7.0,3.0,13.0,0.0,1.0,4.0,70.0,35.0,0.0,0.0,28.0,26.0,20.0,16.0,37.0,31.0,19.0,4.0,11.0,7.0,7.0,4.0,175.0,70.0,3.0,25.0,1.0
83,15.0,33404.0,2.0,27.0,1.0,10.0,2.0,0.0,0.0,12.0,7.0,1227.0,1018.0,16.0,18.0,7.73,6.0,19.0,16.0,14.0,0.0,7.0,21.0,56.0,27.0,0.0,0.0,77.0,106.0,77.0,5.0,71.0,54.0,59.0,11.0,55.0,38.0,12.0,7.0,170.0,69.0,4.0,23.0,1.0
84,26.0,17.0,2.0,23.0,1.0,4.0,5.0,0.0,0.0,8.0,9.0,1465.0,1253.0,20.0,24.0,7.73,2.0,71.0,33.0,27.0,0.0,55.0,19.0,41.0,21.0,11.0,0.0,53.0,12.0,15.0,1.0,15.0,11.0,131.0,37.0,222.0,161.0,14.0,7.0,185.0,82.0,5.0,33.0,1.0
85,167.0,14102.0,2.0,17.0,0.0,8.0,4.0,0.0,0.0,4.0,7.0,1250.0,1109.0,6.0,3.0,7.68,2.0,24.0,9.0,18.0,0.0,5.0,21.0,33.0,10.0,0.0,0.0,67.0,18.0,22.0,1.0,33.0,15.0,83.0,30.0,45.0,34.0,21.0,11.0,170.0,67.0,6.0,28.0,1.0
86,26.0,23736.0,2.0,18.0,2.0,6.0,1.0,0.0,0.0,18.0,5.0,512.0,409.0,4.0,21.0,7.61,2.0,5.0,4.0,5.0,0.0,3.0,4.0,68.0,33.0,0.0,0.0,24.0,30.0,28.0,16.0,39.0,44.0,13.0,1.0,40.0,30.0,14.0,6.0,188.0,76.0,7.0,24.0,1.0
87,167.0,19119.0,2.0,21.0,0.0,3.0,5.0,0.0,0.0,3.0,3.0,1168.0,1024.0,30.0,9.0,7.59,1.0,67.0,51.0,40.0,4.0,36.0,41.0,20.0,8.0,2.0,0.0,26.0,24.0,15.0,0.0,19.0,21.0,6.0,2.0,84.0,66.0,8.0,3.0,176.0,67.0,8.0,28.0,1.0
88,32.0,3859.0,2.0,20.0,2.0,2.0,8.0,0.0,0.0,10.0,9.0,1023.0,820.0,19.0,39.0,7.59,5.0,23.0,23.0,27.0,2.0,28.0,17.0,72.0,29.0,5.0,0.0,44.0,33.0,25.0,13.0,48.0,36.0,148.0,28.0,154.0,117.0,11.0,4.0,178.0,78.0,9.0,28.0,1.0
89,167.0,14053.0,2.0,25.0,0.0,4.0,2.0,0.0,0.0,13.0,4.0,1870.0,1689.0,22.0,21.0,7.51,4.0,44.0,19.0,30.0,0.0,26.0,39.0,44.0,18.0,3.0,0.0,27.0,31.0,18.0,1.0,24.0,16.0,6.0,1.0,144.0,119.0,12.0,3.0,189.0,90.0,10.0,30.0,1.0
90,13.0,24444.0,2.0,26.0,0.0,10.0,3.0,0.0,0.0,12.0,7.0,829.0,558.0,112.0,98.0,7.46,3.0,25.0,15.0,38.0,2.0,34.0,18.0,83.0,26.0,6.0,0.0,28.0,16.0,46.0,22.0,59.0,63.0,15.0,1.0,26.0,19.0,18.0,8.0,192.0,88.0,11.0,27.0,1.0
91,23.0,12376.0,2.0,17.0,2.0,7.0,5.0,0.0,0.0,7.0,2.0,931.0,763.0,1.0,1.0,7.46,2.0,46.0,46.0,24.0,0.0,16.0,22.0,63.0,22.0,0.0,0.0,33.0,6.0,13.0,0.0,14.0,18.0,98.0,18.0,104.0,61.0,22.0,7.0,175.0,71.0,12.0,28.0,1.0
92,26.0,19840.0,2.0,26.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1198.0,1081.0,88.0,39.0,7.44,1.0,32.0,46.0,21.0,11.0,302.0,9.0,10.0,5.0,26.0,3.0,4.0,9.0,8.0,1.0,2.0,8.0,3.0,1.0,125.0,83.0,0.0,0.0,191.0,81.0,13.0,29.0,1.0
93,162.0,13727.0,2.0,27.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1205.0,876.0,127.0,47.0,7.44,2.0,92.0,94.0,47.0,3.0,92.0,30.0,26.0,6.0,10.0,0.0,26.0,9.0,32.0,1.0,11.0,11.0,10.0,1.0,159.0,91.0,1.0,0.0,189.0,81.0,14.0,29.0,1.0
94,23.0,11367.0,2.0,25.0,0.0,3.0,6.0,0.0,1.0,1.0,3.0,890.0,637.0,106.0,44.0,7.41,5.0,77.0,62.0,39.0,1.0,122.0,19.0,30.0,11.0,11.0,1.0,20.0,13.0,21.0,5.0,15.0,22.0,86.0,11.0,86.0,30.0,5.0,2.0,177.0,76.0,15.0,28.0,1.0
95,26.0,80767.0,2.0,21.0,2.0,12.0,1.0,0.0,0.0,3.0,4.0,1041.0,821.0,6.0,13.0,7.41,0.0,48.0,12.0,10.0,0.0,8.0,46.0,75.0,21.0,1.0,0.0,40.0,47.0,34.0,3.0,30.0,29.0,62.0,14.0,54.0,40.0,45.0,12.0,171.0,71.0,16.0,21.0,1.0
96,214.0,8484.0,2.0,27.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,770.0,578.0,119.0,68.0,7.4,1.0,56.0,75.0,21.0,13.0,206.0,17.0,21.0,5.0,25.0,0.0,2.0,11.0,21.0,0.0,4.0,7.0,3.0,0.0,70.0,28.0,0.0,0.0,188.0,76.0,17.0,28.0,1.0
97,18.0,29106.0,2.0,21.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,1125.0,923.0,69.0,46.0,7.39,1.0,46.0,55.0,15.0,28.0,168.0,11.0,18.0,3.0,7.0,0.0,4.0,6.0,18.0,1.0,7.0,9.0,3.0,0.0,203.0,139.0,0.0,0.0,188.0,84.0,18.0,24.0,1.0
98,15.0,11981.0,2.0,21.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,934.0,815.0,85.0,31.0,7.38,0.0,20.0,19.0,8.0,14.0,156.0,7.0,16.0,5.0,19.0,0.0,6.0,6.0,16.0,0.0,4.0,6.0,3.0,1.0,102.0,65.0,0.0,0.0,188.0,71.0,19.0,28.0,1.0
99,31.0,31826.0,2.0,25.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,928.0,808.0,12.0,10.0,7.38,1.0,53.0,38.0,18.0,9.0,65.0,13.0,24.0,12.0,6.0,0.0,29.0,46.0,26.0,2.0,23.0,18.0,60.0,17.0,51.0,29.0,1.0,1.0,178.0,67.0,20.0,25.0,1.0
100,65.0,11119.0,2.0,30.0,5.0,4.0,3.0,0.0,0.0,34.0,10.0,1549.0,1328.0,7.0,11.0,8.53,14.0,31.0,41.0,29.0,0.0,0.0,17.0,163.0,86.0,0.0,0.0,65.0,145.0,84.0,11.0,89.0,104.0,62.0,22.0,56.0,47.0,64.0,26.0,169.0,67.0,1.0,26.0,1.0
101,52.0,5583.0,2.0,28.0,1.0,4.0,3.0,1.0,2.0,26.0,7.0,1118.0,891.0,26.0,28.0,8.26,11.0,13.0,13.0,39.0,0.0,4.0,4.0,211.0,94.0,0.0,0.0,75.0,91.0,94.0,23.0,80.0,108.0,108.0,17.0,23.0,14.0,28.0,6.0,185.0,80.0,2.0,29.0,1.0
102,65.0,2302.0,2.0,31.0,3.0,8.0,4.0,0.0,0.0,3.0,14.0,2852.0,2579.0,1.0,4.0,7.85,4.0,41.0,46.0,12.0,1.0,17.0,25.0,45.0,19.0,3.0,0.0,109.0,26.0,54.0,3.0,46.0,45.0,186.0,59.0,237.0,205.0,77.0,33.0,170.0,68.0,3.0,34.0,1.0
103,52.0,19729.0,2.0,28.0,4.0,16.0,3.0,0.0,0.0,27.0,5.0,771.0,628.0,4.0,23.0,7.68,7.0,9.0,17.0,25.0,0.0,8.0,15.0,98.0,52.0,1.0,0.0,51.0,45.0,32.0,43.0,55.0,79.0,55.0,10.0,35.0,30.0,19.0,10.0,184.0,79.0,4.0,26.0,1.0
104,65.0,5780.0,2.0,28.0,1.0,1.0,7.0,1.0,1.0,3.0,10.0,1877.0,1597.0,32.0,20.0,7.62,2.0,101.0,80.0,61.0,4.0,62.0,31.0,29.0,5.0,8.0,0.0,54.0,26.0,39.0,8.0,32.0,54.0,195.0,46.0,143.0,92.0,34.0,8.0,173.0,64.0,5.0,30.0,1.0
105,52.0,4961.0,2.0,34.0,0.0,7.0,12.0,0.0,0.0,3.0,5.0,2505.0,2144.0,34.0,9.0,7.43,1.0,126.0,107.0,66.0,1.0,40.0,36.0,42.0,11.0,13.0,1.0,66.0,10.0,37.0,1.0,44.0,53.0,78.0,23.0,348.0,260.0,23.0,7.0,183.0,77.0,6.0,32.0,1.0
106,52.0,20241.0,2.0,34.0,1.0,5.0,5.0,0.0,0.0,4.0,9.0,1558.0,1262.0,13.0,20.0,7.41,1.0,101.0,87.0,37.0,6.0,69.0,32.0,55.0,23.0,3.0,0.0,51.0,66.0,63.0,4.0,54.0,75.0,91.0,26.0,137.0,69.0,33.0,8.0,174.0,75.0,7.0,25.0,1.0
107,52.0,9909.0,2.0,33.0,0.0,1.0,13.0,0.0,1.0,4.0,5.0,1750.0,1493.0,65.0,26.0,7.41,2.0,90.0,119.0,63.0,26.0,130.0,21.0,36.0,11.0,14.0,0.0,28.0,25.0,40.0,2.0,22.0,43.0,78.0,19.0,220.0,156.0,12.0,3.0,183.0,75.0,8.0,27.0,1.0
108,53.0,14091.0,2.0,34.0,0.0,4.0,9.0,0.0,1.0,6.0,1.0,1106.0,836.0,77.0,38.0,7.32,5.0,108.0,144.0,63.0,0.0,134.0,18.0,54.0,20.0,15.0,0.0,23.0,42.0,78.0,1.0,22.0,55.0,12.0,2.0,117.0,72.0,6.0,3.0,190.0,81.0,9.0,25.0,1.0
109,52.0,3577.0,2.0,21.0,4.0,14.0,3.0,0.0,0.0,8.0,6.0,991.0,850.0,9.0,17.0,7.28,0.0,16.0,21.0,31.0,0.0,2.0,11.0,71.0,25.0,0.0,0.0,65.0,33.0,43.0,7.0,52.0,70.0,51.0,14.0,57.0,50.0,27.0,12.0,186.0,78.0,10.0,31.0,1.0
110,55.0,6319.0,2.0,31.0,1.0,6.0,4.0,0.0,0.0,21.0,3.0,608.0,409.0,19.0,39.0,7.27,6.0,18.0,18.0,46.0,0.0,2.0,6.0,139.0,61.0,1.0,0.0,38.0,23.0,42.0,50.0,72.0,73.0,34.0,5.0,32.0,22.0,17.0,3.0,175.0,69.0,11.0,32.0,1.0
111,65.0,3281.0,2.0,23.0,6.0,7.0,6.0,0.0,1.0,16.0,7.0,727.0,536.0,28.0,25.0,7.24,1.0,15.0,16.0,59.0,0.0,25.0,3.0,100.0,44.0,1.0,0.0,35.0,19.0,34.0,52.0,40.0,80.0,20.0,5.0,20.0,19.0,26.0,8.0,195.0,95.0,12.0,32.0,1.0
112,55.0,9426.0,2.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,697.0,401.0,4.0,1.0,7.21,3.0,1.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,470.0,194.0,0.0,0.0,185.0,82.0,13.0,42.0,1.0
113,65.0,14053.0,2.0,18.0,5.0,9.0,3.0,0.0,0.0,1.0,4.0,1333.0,1215.0,24.0,11.0,7.21,2.0,39.0,42.0,32.0,1.0,24.0,7.0,19.0,5.0,3.0,0.0,16.0,26.0,21.0,1.0,18.0,14.0,6.0,2.0,151.0,136.0,14.0,1.0,189.0,90.0,14.0,30.0,1.0
114,69.0,6831.0,2.0,33.0,1.0,6.0,8.0,0.0,2.0,8.0,7.0,1030.0,657.0,16.0,33.0,7.21,3.0,67.0,102.0,54.0,0.0,34.0,32.0,67.0,31.0,6.0,0.0,84.0,54.0,105.0,17.0,90.0,94.0,299.0,66.0,175.0,73.0,22.0,4.0,175.0,71.0,15.0,33.0,1.0
115,65.0,9486.0,2.0,20.0,9.0,7.0,2.0,0.0,0.0,1.0,5.0,1436.0,1270.0,4.0,8.0,7.2,2.0,44.0,34.0,23.0,0.0,2.0,10.0,28.0,10.0,0.0,0.0,42.0,61.0,67.0,1.0,58.0,70.0,60.0,11.0,119.0,104.0,43.0,15.0,170.0,65.0,16.0,29.0,1.0
116,55.0,14102.0,2.0,28.0,2.0,9.0,6.0,0.0,0.0,8.0,7.0,1217.0,994.0,15.0,41.0,7.18,4.0,34.0,25.0,33.0,0.0,25.0,13.0,73.0,27.0,2.0,0.0,61.0,26.0,55.0,6.0,58.0,68.0,49.0,17.0,60.0,37.0,43.0,17.0,170.0,67.0,17.0,28.0,1.0
117,59.0,22152.0,2.0,20.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,726.0,572.0,2.0,6.0,7.15,3.0,88.0,28.0,24.0,8.0,73.0,21.0,15.0,5.0,4.0,0.0,24.0,21.0,39.0,1.0,17.0,34.0,94.0,16.0,97.0,49.0,2.0,1.0,188.0,77.0,18.0,28.0,1.0
118,52.0,1063.0,2.0,10.0,16.0,5.0,5.0,0.0,0.0,2.0,9.0,1128.0,971.0,6.0,4.0,7.15,1.0,37.0,23.0,14.0,1.0,4.0,20.0,27.0,9.0,0.0,0.0,48.0,24.0,39.0,1.0,41.0,29.0,29.0,9.0,114.0,97.0,43.0,17.0,182.0,78.0,19.0,37.0,1.0
119,51.0,4131.0,2.0,21.0,5.0,10.0,1.0,0.0,0.0,6.0,5.0,696.0,560.0,10.0,16.0,7.15,5.0,28.0,43.0,21.0,0.0,9.0,11.0,20.0,10.0,0.0,0.0,58.0,19.0,39.0,5.0,27.0,38.0,139.0,52.0,66.0,40.0,12.0,5.0,180.0,74.0,20.0,32.0,1.0
120,65.0,11119.0,2.0,31.0,2.0,1.0,3.0,0.0,0.0,31.0,18.0,2233.0,1924.0,4.0,10.0,8.84,23.0,23.0,21.0,22.0,0.0,0.0,12.0,150.0,80.0,1.0,0.0,67.0,186.0,57.0,18.0,95.0,58.0,47.0,8.0,56.0,47.0,115.0,34.0,169.0,67.0,1.0,26.0,1.0
121,52.0,5583.0,2.0,32.0,2.0,1.0,2.0,0.0,0.0,40.0,11.0,1253.0,948.0,49.0,25.0,8.35,13.0,17.0,24.0,24.0,0.0,24.0,5.0,250.0,102.0,0.0,0.0,65.0,75.0,88.0,15.0,76.0,72.0,91.0,9.0,34.0,23.0,59.0,15.0,185.0,80.0,2.0,29.0,1.0
122,65.0,2302.0,2.0,29.0,2.0,14.0,6.0,0.0,0.0,3.0,7.0,3411.0,3220.0,0.0,0.0,7.85,2.0,32.0,31.0,6.0,0.0,18.0,17.0,34.0,11.0,2.0,0.0,75.0,40.0,40.0,0.0,42.0,19.0,114.0,32.0,249.0,229.0,63.0,25.0,170.0,68.0,3.0,34.0,1.0
123,65.0,9486.0,2.0,32.0,2.0,13.0,1.0,0.0,0.0,8.0,3.0,2666.0,2390.0,2.0,11.0,7.76,2.0,50.0,52.0,28.0,0.0,9.0,16.0,45.0,23.0,2.0,0.0,55.0,84.0,70.0,1.0,76.0,54.0,49.0,9.0,176.0,142.0,73.0,21.0,170.0,65.0,4.0,29.0,1.0
124,65.0,5780.0,2.0,31.0,4.0,1.0,10.0,0.0,0.0,2.0,15.0,2533.0,2194.0,21.0,23.0,7.5600000000000005,0.0,105.0,72.0,55.0,7.0,59.0,29.0,35.0,8.0,6.0,0.0,68.0,51.0,49.0,17.0,53.0,43.0,167.0,36.0,112.0,72.0,43.0,18.0,173.0,64.0,5.0,30.0,1.0
125,66.0,10053.0,2.0,36.0,0.0,1.0,15.0,0.0,0.0,10.0,6.0,2200.0,1720.0,38.0,52.0,7.51,10.0,118.0,120.0,100.0,0.0,29.0,44.0,81.0,24.0,11.0,0.0,85.0,35.0,74.0,1.0,62.0,44.0,140.0,47.0,250.0,153.0,40.0,20.0,179.0,73.0,6.0,30.0,1.0
126,52.0,13756.0,2.0,30.0,6.0,22.0,2.0,0.0,0.0,6.0,17.0,1442.0,1232.0,3.0,13.0,7.45,1.0,29.0,25.0,17.0,0.0,1.0,9.0,39.0,15.0,1.0,0.0,119.0,44.0,46.0,21.0,76.0,60.0,174.0,53.0,86.0,61.0,45.0,13.0,183.0,76.0,7.0,25.0,1.0
127,52.0,20241.0,2.0,31.0,1.0,4.0,7.0,0.0,0.0,3.0,4.0,1502.0,1194.0,19.0,22.0,7.42,3.0,110.0,118.0,34.0,13.0,63.0,43.0,26.0,6.0,4.0,0.0,28.0,74.0,37.0,6.0,39.0,33.0,54.0,12.0,178.0,88.0,23.0,4.0,174.0,75.0,8.0,25.0,1.0
128,65.0,44721.0,2.0,25.0,3.0,2.0,5.0,0.0,0.0,1.0,3.0,2411.0,2227.0,28.0,34.0,7.4,1.0,63.0,81.0,41.0,6.0,22.0,27.0,8.0,2.0,7.0,0.0,21.0,21.0,72.0,1.0,26.0,19.0,4.0,1.0,158.0,129.0,12.0,7.0,189.0,73.0,9.0,25.0,1.0
129,52.0,4961.0,2.0,29.0,5.0,3.0,12.0,0.0,0.0,0.0,6.0,2048.0,1747.0,49.0,13.0,7.4,4.0,110.0,94.0,51.0,1.0,43.0,47.0,19.0,7.0,9.0,0.0,55.0,7.0,31.0,0.0,20.0,8.0,90.0,25.0,301.0,228.0,31.0,14.0,183.0,77.0,10.0,32.0,1.0
130,839.0,4522.0,2.0,34.0,3.0,14.0,6.0,0.0,0.0,5.0,10.0,1936.0,1631.0,1.0,9.0,7.37,6.0,60.0,70.0,25.0,1.0,10.0,33.0,94.0,34.0,1.0,0.0,74.0,52.0,88.0,3.0,83.0,53.0,89.0,23.0,243.0,190.0,51.0,21.0,168.0,66.0,11.0,29.0,1.0
131,65.0,6319.0,2.0,32.0,2.0,16.0,3.0,0.0,1.0,18.0,5.0,806.0,636.0,4.0,15.0,7.36,1.0,24.0,23.0,32.0,0.0,1.0,16.0,133.0,57.0,1.0,0.0,33.0,27.0,24.0,72.0,53.0,49.0,33.0,2.0,24.0,17.0,33.0,9.0,175.0,69.0,12.0,32.0,1.0
132,63.0,14260.0,2.0,31.0,1.0,9.0,6.0,0.0,0.0,20.0,2.0,672.0,520.0,3.0,12.0,7.36,6.0,19.0,24.0,31.0,0.0,0.0,8.0,125.0,55.0,0.0,0.0,39.0,69.0,70.0,39.0,73.0,67.0,58.0,10.0,34.0,30.0,16.0,4.0,175.0,70.0,13.0,25.0,1.0
133,52.0,23110.0,2.0,29.0,6.0,18.0,6.0,0.0,0.0,6.0,11.0,1022.0,775.0,0.0,3.0,7.35,4.0,44.0,35.0,34.0,1.0,4.0,24.0,75.0,34.0,0.0,0.0,70.0,67.0,67.0,14.0,60.0,57.0,163.0,33.0,117.0,75.0,78.0,30.0,180.0,70.0,14.0,26.0,1.0
134,65.0,44055.0,2.0,24.0,9.0,19.0,2.0,0.0,0.0,13.0,7.0,1300.0,1166.0,4.0,16.0,7.35,1.0,30.0,21.0,33.0,0.0,0.0,11.0,60.0,33.0,0.0,0.0,35.0,29.0,27.0,15.0,55.0,49.0,52.0,10.0,31.0,23.0,38.0,11.0,169.0,64.0,15.0,26.0,1.0
135,839.0,14231.0,2.0,36.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,2584.0,2313.0,79.0,44.0,7.33,3.0,119.0,142.0,59.0,10.0,108.0,37.0,12.0,2.0,15.0,0.0,24.0,25.0,44.0,1.0,39.0,21.0,10.0,2.0,182.0,150.0,8.0,4.0,179.0,70.0,16.0,29.0,1.0
136,839.0,13802.0,2.0,35.0,1.0,18.0,6.0,0.0,0.0,18.0,5.0,976.0,771.0,9.0,20.0,7.33,3.0,38.0,34.0,43.0,0.0,1.0,10.0,138.0,54.0,1.0,0.0,63.0,65.0,82.0,20.0,119.0,109.0,54.0,9.0,67.0,59.0,47.0,14.0,173.0,72.0,17.0,27.0,1.0
137,63.0,6176.0,2.0,34.0,0.0,10.0,7.0,0.0,1.0,6.0,7.0,1337.0,949.0,30.0,83.0,7.3,5.0,67.0,60.0,45.0,0.0,30.0,39.0,89.0,34.0,3.0,0.0,91.0,83.0,117.0,3.0,87.0,73.0,180.0,51.0,197.0,132.0,73.0,26.0,178.0,73.0,18.0,30.0,1.0
138,52.0,9909.0,2.0,30.0,1.0,0.0,10.0,0.0,1.0,3.0,2.0,1687.0,1452.0,58.0,26.0,7.27,0.0,81.0,92.0,56.0,18.0,105.0,7.0,31.0,9.0,13.0,0.0,19.0,10.0,31.0,4.0,19.0,24.0,44.0,7.0,211.0,130.0,7.0,2.0,183.0,75.0,19.0,27.0,1.0
139,69.0,6831.0,2.0,20.0,0.0,11.0,5.0,0.0,0.0,3.0,6.0,716.0,528.0,9.0,16.0,7.23,3.0,32.0,35.0,15.0,1.0,5.0,12.0,32.0,12.0,1.0,0.0,52.0,8.0,45.0,3.0,50.0,23.0,204.0,60.0,66.0,42.0,8.0,2.0,175.0,71.0,20.0,33.0,1.0
140,65.0,11119.0,2.0,36.0,1.0,0.0,6.0,0.0,0.0,50.0,16.0,2359.0,1988.0,3.0,9.0,8.92,24.0,23.0,23.0,27.0,0.0,2.0,12.0,202.0,100.0,1.0,0.0,92.0,176.0,80.0,26.0,96.0,61.0,89.0,16.0,68.0,52.0,153.0,56.0,169.0,67.0,1.0,26.0,1.0
141,52.0,5583.0,2.0,37.0,1.0,2.0,4.0,0.0,0.0,46.0,12.0,1405.0,1132.0,30.0,27.0,8.36,15.0,20.0,20.0,32.0,0.0,25.0,9.0,264.0,102.0,3.0,0.0,60.0,73.0,95.0,32.0,79.0,86.0,86.0,22.0,51.0,40.0,40.0,19.0,185.0,80.0,2.0,29.0,1.0
142,65.0,2302.0,2.0,26.0,5.0,12.0,3.0,0.0,0.0,10.0,7.0,2909.0,2688.0,1.0,2.0,7.75,2.0,29.0,33.0,5.0,0.0,5.0,7.0,37.0,16.0,0.0,0.0,65.0,17.0,28.0,1.0,25.0,23.0,92.0,25.0,238.0,220.0,66.0,18.0,170.0,68.0,3.0,34.0,1.0
143,69.0,4522.0,2.0,38.0,0.0,11.0,2.0,0.0,0.0,9.0,5.0,2224.0,1891.0,3.0,17.0,7.59,10.0,82.0,99.0,20.0,0.0,11.0,20.0,89.0,30.0,6.0,0.0,84.0,49.0,86.0,1.0,92.0,57.0,211.0,62.0,350.0,281.0,25.0,12.0,168.0,66.0,4.0,29.0,1.0
144,65.0,8040.0,2.0,23.0,5.0,14.0,6.0,0.0,0.0,9.0,8.0,1751.0,1521.0,3.0,7.0,7.5,2.0,39.0,25.0,26.0,1.0,7.0,15.0,44.0,21.0,5.0,0.0,40.0,29.0,51.0,8.0,39.0,32.0,45.0,7.0,94.0,72.0,59.0,19.0,175.0,74.0,5.0,26.0,1.0
145,65.0,9486.0,2.0,21.0,6.0,10.0,3.0,0.0,0.0,2.0,9.0,1557.0,1397.0,3.0,3.0,7.49,1.0,31.0,30.0,21.0,0.0,2.0,16.0,49.0,17.0,1.0,0.0,33.0,51.0,55.0,4.0,40.0,33.0,26.0,3.0,75.0,60.0,45.0,17.0,170.0,65.0,6.0,29.0,1.0
146,52.0,4961.0,2.0,35.0,1.0,3.0,13.0,0.0,0.0,1.0,9.0,2807.0,2474.0,53.0,16.0,7.47,0.0,110.0,81.0,61.0,2.0,34.0,58.0,23.0,4.0,8.0,0.0,65.0,3.0,35.0,0.0,19.0,12.0,83.0,25.0,426.0,336.0,21.0,7.0,183.0,77.0,7.0,32.0,1.0
147,52.0,14296.0,2.0,26.0,8.0,17.0,0.0,0.0,0.0,21.0,7.0,906.0,742.0,13.0,17.0,7.46,3.0,27.0,10.0,24.0,1.0,12.0,10.0,100.0,54.0,2.0,0.0,40.0,16.0,21.0,23.0,56.0,40.0,49.0,4.0,31.0,29.0,25.0,10.0,187.0,79.0,8.0,26.0,1.0
148,65.0,74939.0,2.0,20.0,7.0,4.0,2.0,1.0,1.0,2.0,3.0,1975.0,1831.0,10.0,12.0,7.45,1.0,65.0,43.0,29.0,0.0,17.0,11.0,24.0,10.0,1.0,0.0,32.0,37.0,39.0,2.0,39.0,21.0,32.0,10.0,111.0,98.0,18.0,9.0,172.0,70.0,9.0,22.0,1.0
149,65.0,44721.0,2.0,28.0,3.0,5.0,9.0,0.0,0.0,1.0,1.0,2251.0,2060.0,24.0,15.0,7.39,0.0,77.0,84.0,30.0,5.0,44.0,15.0,5.0,3.0,6.0,0.0,18.0,22.0,78.0,0.0,21.0,19.0,1.0,0.0,162.0,140.0,14.0,4.0,189.0,73.0,10.0,25.0,1.0
